"Local","Quest","Arquivo","Linha","Tipo","Requisito","Storage","Item","Quantidade","Level","NPC","Teleport","Porta","Lever","ActionId","UniqueId","ConsequenciaAtual","BypassExistente","RequisitoNovo","Proposta","QuestPreservada"
"ferumbras_ascension/actions_razzagorn","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/actions_razzagorn.lua","17","A_QUEST_ACCESS_GATE","if Game.getStorageValue(Storage.Quest.U10_90.FerumbrasAscension.RazzagornTimer) >= 1 then","Storage.Quest.U10_90.FerumbrasAscension.RazzagornTimer","itemid == 8911","","","","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Ignorar requisito quando usado somente para acesso fisico.","True"
"ferumbras_ascension/actions_reward","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/actions_reward.lua","17","PRESERVE_REWARD_OR_PROGRESS","if player:getStorageValue(Storage.Quest.U10_90.FerumbrasAscension.Reward) >= 1 then","Storage.Quest.U10_90.FerumbrasAscension.Reward","","","","","False","False","False","","","Nega uso ou passagem.","False","Inalterado.","Preservar: nao e um gate puramente fisico ou envolve reward/mecanica.","False"
"ferumbras_ascension/actions_sacrifice","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/actions_sacrifice.lua","10","B_KEY_ACCESS","if not target.actionid == 53805 or Tile(Position(33415, 32379, 12)):getItemById(22163) or player:getStorageValue(Storage.Quest.U10_90.FerumbrasAscension.Fount) >= 4 then","Storage.Quest.U10_90.FerumbrasAscension.Fount","getItemById(22163","","","","False","False","False","actionid == 53805","","Nega uso ou passagem.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir passagem sem chave; nao entregar nem consumir chave.","True"
"ferumbras_ascension/actions_sacrifice","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/actions_sacrifice.lua","14","A_QUEST_ACCESS_GATE","if player:getStorageValue(Storage.Quest.U10_90.FerumbrasAscension.Bone) >= 1 then","Storage.Quest.U10_90.FerumbrasAscension.Bone","itemid == 22158","","","","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Ignorar requisito quando usado somente para acesso fisico.","True"
"ferumbras_ascension/actions_sacrifice","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/actions_sacrifice.lua","20","A_QUEST_ACCESS_GATE","if player:getStorageValue(Storage.Quest.U10_90.FerumbrasAscension.Ring2) >= 1 then","Storage.Quest.U10_90.FerumbrasAscension.Bone","itemid == 22170","","","","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Ignorar requisito quando usado somente para acesso fisico.","True"
"ferumbras_ascension/actions_sacrifice","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/actions_sacrifice.lua","26","A_QUEST_ACCESS_GATE","if player:getStorageValue(Storage.Quest.U10_90.FerumbrasAscension.Vampire) >= 1 then","Storage.Quest.U10_90.FerumbrasAscension.Ring2","itemid == 9685","","","","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Ignorar requisito quando usado somente para acesso fisico.","True"
"ferumbras_ascension/actions_sacrifice","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/actions_sacrifice.lua","32","A_QUEST_ACCESS_GATE","if player:getStorageValue(Storage.Quest.U10_90.FerumbrasAscension.Flower) >= 1 then","Storage.Quest.U10_90.FerumbrasAscension.Vampire","itemid == 3661","","","","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Ignorar requisito quando usado somente para acesso fisico.","True"
"ferumbras_ascension/actions_sacrifice","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/actions_sacrifice.lua","38","A_QUEST_ACCESS_GATE","if player:getStorageValue(Storage.Quest.U10_90.FerumbrasAscension.Fount) == 3 then","Storage.Quest.U10_90.FerumbrasAscension.Flower","","","","","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Ignorar requisito quando usado somente para acesso fisico.","True"
"ferumbras_ascension/actions_sacrifice","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/actions_sacrifice.lua","50","A_QUEST_ACCESS_GATE","if player:getStorageValue(Storage.Quest.U10_90.FerumbrasAscension.Fount) < 0 then","Storage.Quest.U10_90.FerumbrasAscension.Fount","","","","","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Ignorar requisito quando usado somente para acesso fisico.","True"
"ferumbras_ascension/actions_statue","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/actions_statue.lua","10","B_KEY_ACCESS","if Tile(Position(33415, 32379, 12)):getItemById(22163) or player:getStorageValue(Storage.Quest.U10_90.FerumbrasAscension.Fount) < 4 or player:getStorageValue(Storage.Quest.U10_90.FerumbrasAscension.Statue) >= 1 then","Storage.Quest.U10_90.FerumbrasAscension.Fount","getItemById(22163","","","","False","False","False","","","Nega uso ou passagem.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir passagem sem chave; nao entregar nem consumir chave.","True"
"ferumbras_ascension/actions_tarbaz_notes","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/actions_tarbaz_notes.lua","3","B_KEY_ACCESS","if item.actionid == 54388 then","Storage.Quest.U10_90.FerumbrasAscension.BasinCounter","","","","","False","False","False","actionid == 54388","","Nega uso ou passagem.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir passagem sem chave; nao entregar nem consumir chave.","True"
"ferumbras_ascension/actions_tarbaz_notes","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/actions_tarbaz_notes.lua","4","B_KEY_ACCESS","if player:getStorageValue(Storage.Quest.U10_90.FerumbrasAscension.BasinCounter) ~= 8 then","Storage.Quest.U10_90.FerumbrasAscension.BasinCounter","","","","","False","False","False","actionid == 54388","","Nega uso ou passagem.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir passagem sem chave; nao entregar nem consumir chave.","True"
"ferumbras_ascension/actions_tarbaz_notes","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/actions_tarbaz_notes.lua","9","A_QUEST_ACCESS_GATE","elseif item.actionid == 54389 then","Storage.Quest.U10_90.FerumbrasAscension.TarbazNotes","","","","","False","False","False","actionid == 54389","","Nega uso ou passagem.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Ignorar requisito quando usado somente para acesso fisico.","True"
"ferumbras_ascension/actions_tarbaz_notes","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/actions_tarbaz_notes.lua","10","A_QUEST_ACCESS_GATE","if player:getStorageValue(Storage.Quest.U10_90.FerumbrasAscension.BasinCounter) ~= 8 and player:getStorageValue(Storage.Quest.U10_90.FerumbrasAscension.TarbazNotes) < 1 then","Storage.Quest.U10_90.FerumbrasAscension.TarbazNotes","","","","","False","False","False","actionid == 54389","","Nega uso ou passagem.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Ignorar requisito quando usado somente para acesso fisico.","True"
"ferumbras_ascension/actions_teleportation_rod","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/actions_teleportation_rod.lua","18","B_KEY_ACCESS","if player:getStorageValue(targetItem.storageKey) == 1 then","","","","","","True","False","False","","","Nega uso ou passagem.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir passagem sem chave; nao entregar nem consumir chave.","True"
"ferumbras_ascension/actions_the_shatterer_levers","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/actions_the_shatterer_levers.lua","43","B_KEY_ACCESS","if player:getStorageValue(Storage.Quest.U10_90.FerumbrasAscension.TheShatterer) >= 1 then","Storage.Quest.U10_90.FerumbrasAscension.TheShatterer","","","","","False","False","True","","","Nega uso ou passagem.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir passagem sem chave; nao entregar nem consumir chave.","True"
"ferumbras_ascension/actions_the_shatterer_levers","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/actions_the_shatterer_levers.lua","59","E_TELEPORT_ACCESS","if Game.getStorageValue(Storage.Quest.U10_90.FerumbrasAscension.TheShattererLever) >= 4 then","Storage.Quest.U10_90.FerumbrasAscension.TheShattererLever","","","","","True","False","True","","","Bloqueia ou permite teleport/passagem.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir uso do teleport sem storage/item de acesso.","True"
"ferumbras_ascension/actions_the_shatterer_levers","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/actions_the_shatterer_levers.lua","77","E_TELEPORT_ACCESS","if Game.getStorageValue(Storage.Quest.U10_90.FerumbrasAscension.TheShattererLever) >= 4 then","Storage.Quest.U10_90.FerumbrasAscension.TheShattererLever","","","","","True","False","True","","","Bloqueia ou permite teleport/passagem.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir uso do teleport sem storage/item de acesso.","True"
"ferumbras_ascension/actions_the_shatterer_levers","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/actions_the_shatterer_levers.lua","94","E_TELEPORT_ACCESS","if Game.getStorageValue(Storage.Quest.U10_90.FerumbrasAscension.TheShattererLever) >= 4 then","Storage.Quest.U10_90.FerumbrasAscension.TheShattererLever","","","","","True","False","True","","","Bloqueia ou permite teleport/passagem.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir uso do teleport sem storage/item de acesso.","True"
"ferumbras_ascension/actions_the_shatterer_levers","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/actions_the_shatterer_levers.lua","111","E_TELEPORT_ACCESS","if Game.getStorageValue(Storage.Quest.U10_90.FerumbrasAscension.TheShattererLever) >= 4 then","Storage.Quest.U10_90.FerumbrasAscension.TheShattererLever","","","","","True","False","True","","","Bloqueia ou permite teleport/passagem.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir uso do teleport sem storage/item de acesso.","True"
"ferumbras_ascension/creaturescripts_bosses_kill","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/creaturescripts_bosses_kill.lua","81","C_QUEST_ITEM_ACCESS","local item = Tile(crystal.crystalPosition):getItemById(14961)","Storage.Quest.U10_90.FerumbrasAscension.Crystals.AllCrystals","getItemById(14961","","","","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Criar bypass somente de passagem, sem item e sem alterar storage.","True"
"ferumbras_ascension/creaturescripts_bosses_kill","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/creaturescripts_bosses_kill.lua","89","E_TELEPORT_ACCESS","local item = Tile(position):getItemById(itemId)","","","","","","True","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir uso do teleport sem storage/item de acesso.","True"
"ferumbras_ascension/creaturescripts_rift_invader_death","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/creaturescripts_rift_invader_death.lua","26","A_QUEST_ACCESS_GATE","if Game.getStorageValue(crystal.globalStorage) > 8 then","","getItemById(14955","","","","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Ignorar requisito quando usado somente para acesso fisico.","True"
"ferumbras_ascension/creaturescripts_rift_invader_death","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/creaturescripts_rift_invader_death.lua","27","C_QUEST_ITEM_ACCESS","local item = Tile(crystal.crystalPosition):getItemById(14955)","","getItemById(14955","","","","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Criar bypass somente de passagem, sem item e sem alterar storage.","True"
"ferumbras_ascension/creaturescripts_rift_invader_death","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/creaturescripts_rift_invader_death.lua","34","A_QUEST_ACCESS_GATE","if Game.getStorageValue(Storage.Quest.U10_90.FerumbrasAscension.Crystals.AllCrystals) == 8 then","Storage.Quest.U10_90.FerumbrasAscension.Crystals.AllCrystals","","","","","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Ignorar requisito quando usado somente para acesso fisico.","True"
"ferumbras_ascension/creaturescripts_rift_invader_death","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/creaturescripts_rift_invader_death.lua","61","C_QUEST_ITEM_ACCESS","local vortexItem = tile:getItemById(config.vortex)","","","","","","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Criar bypass somente de passagem, sem item e sem alterar storage.","True"
"ferumbras_ascension/creaturescripts_the_shatterer_kill","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/creaturescripts_the_shatterer_kill.lua","2","E_TELEPORT_ACCESS","local item = Tile(position):getItemById(itemId)","","","","","","True","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir uso do teleport sem storage/item de acesso.","True"
"ferumbras_ascension/movements_blue_gem","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/movements_blue_gem.lua","2","C_QUEST_ITEM_ACCESS","local item = Tile(position):getItemById(itemId)","","","","","","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Criar bypass somente de passagem, sem item e sem alterar storage.","True"
"ferumbras_ascension/movements_blue_gem","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/movements_blue_gem.lua","48","E_TELEPORT_ACCESS","if not player or player:getStorageValue(Storage.Quest.U10_90.FerumbrasAscension.Elements.Active) >= 1 then","Storage.Quest.U10_90.FerumbrasAscension.Elements.Active","","","","","True","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir uso do teleport sem storage/item de acesso.","True"
"ferumbras_ascension/movements_boss_teleport","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/movements_boss_teleport.lua","64","E_TELEPORT_ACCESS","if player:getStorageValue(teleportConfig.storage) ~= 1 then","","","","","","True","False","False","","","Bloqueia ou permite teleport/passagem.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir uso do teleport sem storage/item de acesso.","True"
"ferumbras_ascension/movements_entrance","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/movements_entrance.lua","20","B_KEY_ACCESS","if not questAccessUnlocked and player:getLevel() < 150 then","","","","150","","True","False","False","","","Bloqueia ou permite teleport/passagem.","True","Sem requisito de quest/storage/item para acesso fisico.","Liberado pela camada central de exploracao livre; storage/progresso/reward preservados.","True"
"ferumbras_ascension/movements_entrance","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/movements_entrance.lua","30","A_QUEST_ACCESS_GATE","if player:getStorageValue(storage) ~= 1 then","","","","","","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","True","Sem requisito de quest/storage/item para acesso fisico.","Liberado pela camada central de exploracao livre; storage/progresso/reward preservados.","True"
"ferumbras_ascension/movements_entrance","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/movements_entrance.lua","36","B_KEY_ACCESS","if item:getActionId() == 24837 then","","","","","","True","False","False","","","Bloqueia ou permite teleport/passagem.","True","Sem requisito de quest/storage/item para acesso fisico.","Liberado pela camada central de exploracao livre; storage/progresso/reward preservados.","True"
"ferumbras_ascension/movements_entrance","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/movements_entrance.lua","46","B_KEY_ACCESS","elseif item:getActionId() == 24838 then","Storage.Quest.U10_90.FerumbrasAscension.Access","","","","","True","False","False","","","Bloqueia ou permite teleport/passagem.","True","Sem requisito de quest/storage/item para acesso fisico.","Liberado pela camada central de exploracao livre; storage/progresso/reward preservados.","True"
"ferumbras_ascension/movements_entrance","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/movements_entrance.lua","47","B_KEY_ACCESS","if not questAccessUnlocked and player:getStorageValue(Storage.Quest.U10_90.FerumbrasAscension.Access) < 1 then","Storage.Quest.U10_90.FerumbrasAscension.Access","","","","","True","False","False","","","Bloqueia ou permite teleport/passagem.","True","Sem requisito de quest/storage/item para acesso fisico.","Liberado pela camada central de exploracao livre; storage/progresso/reward preservados.","True"
"ferumbras_ascension/movements_gate_of_deathstruction","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/movements_gate_of_deathstruction.lua","9","E_TELEPORT_ACCESS","if player:getStorageValue(Storage.Quest.U10_90.FerumbrasAscension.Statue) < 1 then","Storage.Quest.U10_90.FerumbrasAscension.Statue","","","","","True","False","False","","","Bloqueia ou permite teleport/passagem.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir uso do teleport sem storage/item de acesso.","True"
"ferumbras_ascension/movements_green_gem","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/movements_green_gem.lua","2","C_QUEST_ITEM_ACCESS","local item = Tile(position):getItemById(itemId)","","","","","","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Criar bypass somente de passagem, sem item e sem alterar storage.","True"
"ferumbras_ascension/movements_green_gem","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/movements_green_gem.lua","49","E_TELEPORT_ACCESS","if not player or player:getStorageValue(Storage.Quest.U10_90.FerumbrasAscension.Elements.Active) >= 1 then","Storage.Quest.U10_90.FerumbrasAscension.Elements.Active","","","","","True","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir uso do teleport sem storage/item de acesso.","True"
"ferumbras_ascension/movements_habitats_access","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/movements_habitats_access.lua","22","E_TELEPORT_ACCESS","if item.actionid == 34323 then","Storage.Quest.U10_90.FerumbrasAscension.HabitatsAccess","","","","","True","False","False","actionid == 34323","","Bloqueia ou permite teleport/passagem.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir uso do teleport sem storage/item de acesso.","True"
"ferumbras_ascension/movements_habitats_access","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/movements_habitats_access.lua","23","E_TELEPORT_ACCESS","if player:getStorageValue(Storage.Quest.U10_90.FerumbrasAscension.HabitatsAccess) >= 1 then","Storage.Quest.U10_90.FerumbrasAscension.HabitatsAccess","","","","","True","False","False","actionid == 34323","","Bloqueia ou permite teleport/passagem.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir uso do teleport sem storage/item de acesso.","True"
"ferumbras_ascension/movements_habitats_access","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/movements_habitats_access.lua","24","E_TELEPORT_ACCESS","if player:getStorageValue(setting.timer) < os.time() then","Storage.Quest.U10_90.FerumbrasAscension.HabitatsAccess","","","","","True","False","False","actionid == 34323","","Bloqueia ou permite teleport/passagem.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir uso do teleport sem storage/item de acesso.","True"
"ferumbras_ascension/movements_lovely_monsters","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/movements_lovely_monsters.lua","34","E_TELEPORT_ACCESS","if player:getStorageValue(Storage.Quest.U10_90.FerumbrasAscension.ZamuloshTeleports) < 0 then","Storage.Quest.U10_90.FerumbrasAscension.ZamuloshTeleports","","","","","True","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir uso do teleport sem storage/item de acesso.","True"
"ferumbras_ascension/movements_plagirath_access","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/movements_plagirath_access.lua","9","E_TELEPORT_ACCESS","if player:getStorageValue(Storage.Quest.U10_90.FerumbrasAscension.TheLordOfTheLiceAccess) < 1 then","Storage.Quest.U10_90.FerumbrasAscension.TheLordOfTheLiceAccess","","","","","True","False","False","","","Bloqueia ou permite teleport/passagem.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir uso do teleport sem storage/item de acesso.","True"
"ferumbras_ascension/movements_razzagorn_access","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/movements_razzagorn_access.lua","9","E_TELEPORT_ACCESS","if player:getStorageValue(Storage.Quest.U10_90.FerumbrasAscension.TheShatterer) >= 1 then","Storage.Quest.U10_90.FerumbrasAscension.TheShatterer","","","","","True","False","False","","","Bloqueia ou permite teleport/passagem.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir uso do teleport sem storage/item de acesso.","True"
"ferumbras_ascension/movements_red_gem","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/movements_red_gem.lua","2","C_QUEST_ITEM_ACCESS","local item = Tile(position):getItemById(itemId)","","","","","","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Criar bypass somente de passagem, sem item e sem alterar storage.","True"
"ferumbras_ascension/movements_red_gem","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/movements_red_gem.lua","49","E_TELEPORT_ACCESS","if not player or player:getStorageValue(Storage.Quest.U10_90.FerumbrasAscension.Elements.Active) >= 1 then","Storage.Quest.U10_90.FerumbrasAscension.Elements.Active","","","","","True","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir uso do teleport sem storage/item de acesso.","True"
"ferumbras_ascension/movements_seal","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/movements_seal.lua","77","E_TELEPORT_ACCESS","if item.actionid == 24844 then -- Mazoran","Storage.Quest.U10_90.FerumbrasAscension.Elements.Done","","","","","True","False","False","actionid == 24844","","Bloqueia ou permite teleport/passagem.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir uso do teleport sem storage/item de acesso.","True"
"ferumbras_ascension/movements_seal","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/movements_seal.lua","78","E_TELEPORT_ACCESS","if player:getStorageValue(Storage.Quest.U10_90.FerumbrasAscension.Elements.Done) >= 4 then","Storage.Quest.U10_90.FerumbrasAscension.Elements.Done","","","","","True","False","False","actionid == 24844","","Bloqueia ou permite teleport/passagem.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir uso do teleport sem storage/item de acesso.","True"
"ferumbras_ascension/movements_seal","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/movements_seal.lua","96","E_TELEPORT_ACCESS","elseif item.actionid == 24845 then","Storage.Quest.U10_90.FerumbrasAscension.FlowerPuzzleTimer","","","","","True","False","False","actionid == 24845","","Bloqueia ou permite teleport/passagem.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir uso do teleport sem storage/item de acesso.","True"
"ferumbras_ascension/movements_seal","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/movements_seal.lua","97","E_TELEPORT_ACCESS","if player:getStorageValue(Storage.Quest.U10_90.FerumbrasAscension.FlowerPuzzleTimer) >= 1 then","Storage.Quest.U10_90.FerumbrasAscension.FlowerPuzzleTimer","","","","","True","False","False","actionid == 24845","","Bloqueia ou permite teleport/passagem.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir uso do teleport sem storage/item de acesso.","True"
"ferumbras_ascension/movements_seal","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/movements_seal.lua","115","E_TELEPORT_ACCESS","elseif item.actionid == 24846 then -- Ferumbras Mortal Shell","","","","","","True","False","False","actionid == 24846","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir uso do teleport sem storage/item de acesso.","True"
"ferumbras_ascension/movements_shulgrax_lever","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/movements_shulgrax_lever.lua","9","E_TELEPORT_ACCESS","if player:getStorageValue(Storage.Quest.U10_90.FerumbrasAscension.FlowerPuzzleTimer) >= 1 then","Storage.Quest.U10_90.FerumbrasAscension.FlowerPuzzleTimer","","","","","True","False","False","","","Bloqueia ou permite teleport/passagem.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir uso do teleport sem storage/item de acesso.","True"
"ferumbras_ascension/movements_stair","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/movements_stair.lua","22","A_QUEST_ACCESS_GATE","if player:getStorageValue(storage) ~= 1 then","","","","","","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Ignorar requisito quando usado somente para acesso fisico.","True"
"ferumbras_ascension/movements_vortex","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/movements_vortex.lua","14","PRESERVE_BOSS_MECHANIC","if Game.getStorageValue(Storage.Quest.U10_90.FerumbrasAscension.FerumbrasEssence) >= 7 then","Storage.Quest.U10_90.FerumbrasAscension.FerumbrasEssence","","","","","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Inalterado.","Preservar: nao e um gate puramente fisico ou envolve reward/mecanica.","False"
"ferumbras_ascension/movements_zamulosh_teleport","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/movements_zamulosh_teleport.lua","9","E_TELEPORT_ACCESS","if item.actionid == 34313 then","Storage.Quest.U10_90.FerumbrasAscension.ZamuloshTeleports","","","","","True","False","False","actionid == 34313","","Bloqueia ou permite teleport/passagem.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir uso do teleport sem storage/item de acesso.","True"
"ferumbras_ascension/movements_zamulosh_teleport","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/movements_zamulosh_teleport.lua","10","E_TELEPORT_ACCESS","if player:getStorageValue(Storage.Quest.U10_90.FerumbrasAscension.ZamuloshTeleports) >= 9 then","Storage.Quest.U10_90.FerumbrasAscension.ZamuloshTeleports","","","","","True","False","False","actionid == 34313","","Bloqueia ou permite teleport/passagem.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir uso do teleport sem storage/item de acesso.","True"
"ferumbras_ascension/movements_zamulosh_teleport","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/movements_zamulosh_teleport.lua","23","E_TELEPORT_ACCESS","elseif item.actionid == 34314 then","Storage.Quest.U10_90.FerumbrasAscension.ZamuloshTeleports","","","","","True","False","False","actionid == 34314","","Bloqueia ou permite teleport/passagem.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir uso do teleport sem storage/item de acesso.","True"
"ferumbras_ascension/movements_zamulosh_teleport","ferumbras_ascension","Server/data-global/scripts/quests/ferumbras_ascension/movements_zamulosh_teleport.lua","24","E_TELEPORT_ACCESS","if player:getStorageValue(Storage.Quest.U10_90.FerumbrasAscension.ZamuloshTeleports) >= 4 and player:getStorageValue(Storage.Quest.U10_90.FerumbrasAscension.Habitats.AllHabitats) >= 7 then","Storage.Quest.U10_90.FerumbrasAscension.ZamuloshTeleports","","","","","True","False","False","actionid == 34314","","Bloqueia ou permite teleport/passagem.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir uso do teleport sem storage/item de acesso.","True"
